OBJECTID,GUID,NUTS1,NUTS1NAME,NUTS2,NUTS2NAME,NUTS3,NUTS3NAME,COUNTY,COUNTYNAME,CSOED,OSIED,EDNAME,SA_PUB2011,SMALL_AREA,GEOGID,AREA,CHANGECODE,ESRI_OID,Shape__Area,Shape__Length
119,4c07d11d-f6ce-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18295,047104,Cloonkeen,047104001,047104001,A047104001,0,0,119,8794577.65588379,20530.0820523392
120,4c07d11d-f6cf-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18070,047274,Rathbarry,047274003/047274004,047274003/047274004,A047274003/047274004,0,0,120,6092565.34466553,19506.5438851608
121,4c07d11d-f6d0-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18063,047126,Derry,047126002/047126003/047126004/047126005,047126002/047126003/047126004/047126005,A047126002/047126003/047126004/047126005,0,0,121,10550879.3123779,23131.8145577998
122,4c07d11d-f6d1-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18058,047065,Cahermore,047065002,047065002,A047065002,0,0,122,8649577.49160767,21637.952905283
123,4c07d11d-f6d2-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18058,047065,Cahermore,047065001,047065001,A047065001,0,0,123,10797355.1365356,15174.4935077902
124,4c07d11d-f6d3-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18298,047137,Dromdaleague South,047137001,047137001,A047137001,0,0,124,17085030.4907837,23274.312989773
125,4c07d11d-f6d4-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18296,047133,Drinagh,047133001,047133001,A047133001,0,0,125,14110935.9349365,20462.6941403836
126,4c07d11d-f6d5-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18297,047138,Dromdaleague North,047138001,047138001,A047138001,0,0,126,24741129.4783936,24155.4815561667
127,4c07d11d-f3da-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18233,047217,Kilshannig,047217002,047217002,A047217002,0,0,127,18497954.0116882,31688.493061945
128,4c07d11d-f3db-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18230,047140,Dromore,047140004,047140004,A047140004,0,0,128,11639194.0299072,18662.8584087396
129,4c07d11d-f3dc-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18233,047217,Kilshannig,047217003,047217003,A047217003,0,0,129,10639495.2798462,18237.1885658609
130,4c07d11d-f3dd-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18153,047085,Castlemagner,047085001,047085001,A047085001,0,0,130,14369286.3377686,18171.446185477
131,4c07d11d-f3de-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18172,047280,Roskeen,047280002,047280002,A047280002,0,0,131,11270116.7466125,17969.121695527
132,4c07d11d-f3df-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18222,047022,Ballyclogh,047022002,047022002,A047022002,0,0,132,7362921.82971191,14722.5910567606
133,4c07d11d-f3e0-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18235,047245,Mallow Rural,047245001,047245001,A047245001,0,0,133,7642299.77896118,15329.8593572803
134,4c07d11d-f3e1-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18223,047037,Ballynamona,047037003,047037003,A047037003,0,0,134,9660677.90859985,15590.0272881898
135,4c07d11d-f3e2-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18238,047273,Rahan,047273001,047273001,A047273001,0,0,135,12217009.4713135,15573.0682995966
136,4c07d11d-f3e3-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18124,047070,Carrig,047070001,047070001,A047070001,0,0,136,18145884.9141846,19048.4436283654
137,4c07d11d-f3e4-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18237,047260,Monanimy,047260001,047260001,A047260001,0,0,137,26336215.1618042,27320.8371567637
138,4c07d11d-f3e5-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18238,047273,Rahan,047273003,047273003,A047273003,0,0,138,12419363.2871399,15000.1534347104
139,4c07d11d-f3e6-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18226,047069,Carrig,047069001,047069001,A047069001,0,0,139,12210673.7195435,18382.6882045765
140,4c07d11d-f3e7-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18228,047093,Clenor,047093001,047093001,A047093001,0,0,140,20508216.4191284,30191.7645406179
141,4c07d11d-f3e8-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18137,047194,Kilcummer,047194001,047194001,A047194001,0,0,141,23719164.96521,28709.966246738
142,4c07d11d-f3e9-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18122,047030,Ballyhooly,047030001,047030001,A047030001,0,0,142,14245743.2651062,21220.6427652411
143,4c07d11d-f3ea-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18128,047087,Castletownroche,047087003,047087003,A047087003,0,0,143,14149124.8667908,19025.9403952201
144,4c07d11d-f3eb-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18163,047184,Kilbrin,047184001,047184001,A047184001,0,0,144,18177246.7763062,25149.1209938184
145,4c07d11d-f3ec-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18152,047081,Castlecor,047081001,047081001,A047081001,0,0,145,13139848.7163696,22505.7704098565
146,4c07d11d-f429-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18166,047233,Knocktemple,047233002,047233002,A047233002,0,0,146,14386910.1155396,23418.1847436533
147,4c07d11d-f42a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18234,047238,Liscarroll,047238002,047238002,A047238002,0,0,147,15271408.0401001,24015.1538450061
148,4c07d11d-f42b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18244,047305,Templemary,047305001,047305001,A047305001,0,0,148,18323416.5896606,27280.4600217655
149,4c07d11d-f42c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18224,047060,Buttevant,047060002,047060002,A047060002,0,0,149,9926792.58267212,20424.0276720454
150,4c07d11d-f42d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18227,047091,Churchtown,047091001,047091001,A047091001,0,0,150,15362612.1425781,24981.1893486657
151,4c07d11d-f42e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18224,047060,Buttevant,047060003,047060003,A047060003,0,0,151,8396138.78262329,17683.656962109
152,4c07d11d-f42f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18145,047009,Allow,047009002,047009002,A047009002,0,0,152,11660623.7750244,15846.8424669989
153,4c07d11d-f430-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18158,047139,Dromina,047139001,047139001,A047139001,0,0,153,15655957.5112305,22505.2675007177
154,4c07d11d-f431-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18227,047091,Churchtown,047091002,047091002,A047091002,0,0,154,23543628.3800964,32666.6695564405
155,4c07d11d-f432-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18236,047257,Milltown,047257001,047257001,A047257001,0,0,155,12122247.6462097,19246.2318677364
156,4c07d11d-f433-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18242,047297,Springfort,047297002,047297002,A047297002,0,0,156,13204433.9364624,26197.4089771981
157,4c07d11d-f434-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18245,047316,Wallstown,047316001,047316001,A047316001,0,0,157,16088936.5018311,28353.3860053039
158,4c07d11d-f435-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18240,047288,Shanballymore,047288001,047288001,A047288001,0,0,158,11636943.5194092,22848.4010464148
159,4c07d11d-f721-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18068,047212,Kilnagross,047212002,047212002,A047212002,0,0,159,7164467.72518921,17665.187796897
160,4c07d11d-f722-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18057,047059,Butlerstown,047059001/047059002/047059003,047059001/047059002/047059003,A047059001/047059002/047059003,0,0,160,10051322.6733398,25104.0588684449
161,4c07d11d-f723-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18054,047001,Abbeymahon,047001003,047001003,A047001003,0,0,161,7322470.2144165,16235.2851421754
162,4c07d11d-f724-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18057,047059,Butlerstown,047059004,047059004,A047059004,0,0,162,7420058.57174683,22428.5726697413
163,4c07d11d-f725-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18054,047001,Abbeymahon,047001002,047001002,A047001002,0,0,163,6747516.94070435,16995.7927524771
164,4c07d11d-f726-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18184,047112,Coolmain,047112001,047112001,A047112001,0,0,164,12943083.1321411,21420.7873939171
165,4c07d11d-f727-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18020,047078,Cashel,047078001,047078001,A047078001,0,0,165,15135406.8820496,25574.8525354563
166,4c07d11d-f728-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18024,047186,Kilbrogan,047186001,047186001,A047186001,0,0,166,8913360.47619629,16083.0277202148
167,4c07d11d-f729-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18024,047186,Kilbrogan,047186006,047186006,A047186006,0,0,167,7884106.64202881,19206.8258037921
168,4c07d11d-f72a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18024,047186,Kilbrogan,047186005,047186005,A047186005,0,0,168,7260224.84213257,14605.3814361062
169,4c07d11d-f72b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18189,047221,Kinsale Rural,047221002,047221002,A047221002,0,0,169,7434294.86804199,14034.0010602101
170,4c07d11d-f72c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18190,047223,Kinure,047223001/047223002,047223001/047223002,A047223001/047223002,0,0,170,10352119.895752,21315.8732608159
171,4c07d11d-f72d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18194,047269,Nohaval,047269001,047269001,A047269001,0,0,171,8898727.17346191,17705.6197983152
172,4c07d11d-f72e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18182,047032,Ballymartle,047032001,047032001,A047032001,0,0,172,10207296.1066284,20819.3671825945
173,4c07d11d-f72f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18179,047025,Ballyfeard,047025001,047025001,A047025001,0,0,173,13918214.4933472,20092.7945297915
174,4c07d11d-f730-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19013,077060,Doire Fhíonáin,077060004,077060004,A077060004,0,0,174,16221663.3531952,25758.0001070897
175,4c07d11d-f731-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19008,077036,Cathair Dónall,077036001/077036003,077036001/077036003,A077036001/077036003,0,0,175,9669363.58190918,15698.0372904173
176,4c07d11d-f732-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19006,077013,An Baile Breac,077013001,077013001,A077013001,0,0,176,32254386.5387421,33551.5685615613
177,4c07d11d-f733-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19015,077075,An tImleach,077075001,077075001,A077075001,0,0,177,13817875.4306793,18442.3244285073
178,4c07d11d-f772-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19019,077131,Loch Luíoch,077131001,077131001,A077131001,0,0,178,26668445.6075287,28781.8494097599
179,4c07d11d-f773-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19007,077035,Caher,077035004,077035004,A077035004,0,0,179,21473736.5870361,29754.4518831958
180,4c07d11d-f774-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19010,077045,Castlequin,077045004,077045004,A077045004,0,0,180,29747645.819931,25968.9674621833
181,4c07d11d-f775-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19017,077105,Killinane,077105001,077105001,A077105001,0,0,181,40282594.9656677,33085.1251877525
182,4c07d11d-f776-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19014/19011,077064/077050,Doire Ianna / Cloon,077050001,077050001,A077050001,0,0,182,30436122.5869141,38677.8580187292
183,4c07d11d-f777-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19018,077124,Lickeen,077124001,077124001,A077124001,0,0,183,34827018.961441,26902.1892373451
184,4c07d11d-f778-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19016,077078,Glanbehy,077078002,077078002,A077078002,0,0,184,21835638.9453278,29876.2644014834
185,4c07d11d-f779-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19016,077078,Glanbehy,077078007/077078008,077078007/077078008,A077078007/077078008,0,0,185,23077403.1263275,34029.868155537
186,4c07d11d-f77a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19012,077057,Curraghbeg,077057001,077057001,A077057001,0,0,186,36051105.717926,30066.4968236177
187,4c07d11d-f77b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19021,077134,Maum,077134001,077134001,A077134001,0,0,187,40910696.2136536,38542.9050136276
188,4c07d11d-f77c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19046,077006,Ardea,077006001,077006001,A077006001,0,0,188,13570550.979126,18792.785975434
189,4c07d11d-f77d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19050,077061,Dawros,077061004,077061004,A077061004,0,0,189,26038712.0288849,28556.4657994909
190,4c07d11d-f77e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19050,077061,Dawros,077061001/077061003,077061001/077061003,A077061001/077061003,0,0,190,10745222.4299164,21752.1713866207
191,4c07d11d-f77f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19051,077070,Dromore,077070002/077070003,077070002/077070003,A077070002/077070003,0,0,191,15858717.8469391,24060.2114313445
192,4c07d11d-f780-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19048,077038,Cappagh,077038002,077038002,A077038002,0,0,192,9469126.71017456,18260.5219631419
193,4c07d11d-f781-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18032,047008,Ahil,047008001,047008001,A047008001,0,0,193,56553454.7536926,33477.3241899639
194,4c07d11d-f782-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19053,077080,Glanlough,077080001,077080001,A077080001,0,0,194,42015841.0614929,36996.7123245865
195,4c07d11d-f783-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19057,077097,Kilgarvan,077097004,077097004,A077097004,0,0,195,8406157.00991821,15769.1145282494
196,4c07d11d-f784-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19052,077079,Glanlee,077079001,077079001,A077079001,0,0,196,61617542.4959717,55692.5506579469
197,4c07d11d-f785-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19056,077089,Kenmare,077089010,077089010,A077089010,0,0,197,21287536.4075317,24057.5925334577
198,4c07d11d-f786-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19071,077058,Curraghmore,077058001,077058001,A077058001,0,0,198,38266862.6083679,46895.6427635915
199,4c07d11d-f787-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19071,077058,Curraghmore,077058002,077058002,A077058002,0,0,199,14317639.779541,18348.7271926207
200,4c07d11d-f788-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19075,077072,Dunloe,077072001,077072001,A077072001,0,0,200,33194948.7376709,43545.3008012546
201,4c07d11d-f789-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19067,077047,Churchtown,077047001,077047001,A077047001,0,0,201,18707615.3634033,33581.7717405664
202,4c07d11d-f78a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19057,077097,Kilgarvan,077097002,077097002,A077097002,0,0,202,16643873.1461182,21907.4927668833
203,4c07d11d-f78b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19082,077101,Killarney Rural,077101002,077101002,A077101002,0,0,203,13692158.2095642,21746.7663693364
204,4c07d11d-f78c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19069,077053,Coolies,077053001,077053001,A077053001,0,0,204,22998178.2493591,22409.030752016
205,4c07d11d-f78d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19065,077033,Brewsterfield,077033003,077033003,A077033003,0,0,205,21215684.2905273,26374.9637951375
206,4c07d11d-f78e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19043,077137,An Mhin Aird,077137001,077137001,A077137001,0,0,206,10748203.7874298,22142.4566284615
207,4c07d11d-f78f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19036,077082,Na Gleannta,077082009,077082009,A077082009,0,0,207,14358438.8726349,18321.1346184523
208,4c07d11d-f790-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19040,077116,Cinn Aird,077116002,077116002,A077116002,0,0,208,11829942.8065338,21896.2841579677
209,4c07d11d-f7d1-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19040,077116,Cinn Aird,077116001,077116001,A077116001,0,0,209,17063045.8648682,20428.6290213634
210,4c07d11d-f7d2-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19043,077137,An Mhin Aird,077137002,077137002,A077137002,0,0,210,14040910.7614288,20041.9531145231
211,4c07d11d-f7d3-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19028,077022,Ballynacourty,077022001,077022001,A077022001,0,0,211,11632121.2921448,17640.6306568631
212,4c07d11d-f7d4-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19026,077012,Ballinvoher,077012003,077012003,A077012003,0,0,212,7745768.32394409,17827.6163463439
213,4c07d11d-f4cc-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18165,047225,Knockatooan,047225002,047225002,A047225002,0,0,213,18655664.359436,27449.2263671888
214,4c07d11d-f4cd-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18231,047174,Imphrick,047174001,047174001,A047174001,0,0,214,23813455.8154297,32276.7559256662
215,4c07d11d-f4ce-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18241,047292,Skahanagh,047292001,047292001,A047292001,0,0,215,23560910.5239563,25124.9894759712
216,4c07d11d-f4cf-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE051,Mid-West,CE,Clare,16093,037098,Kilrush Rural,037098001,037098001,A037098001,0,0,216,39465013.6141052,39757.7527041166
217,4c07d11d-f4d0-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE051,Mid-West,CE,Clare,16068,037038,Coolmeen,037038001,037038001,A037038001,0,0,217,23012158.7499084,29004.9912649904
218,4c07d11d-f4d1-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE051,Mid-West,CE,Clare,16071,037079,Killadysert,037079001,037079001,A037079001,0,0,218,55298618.0993042,52735.3831435307
219,4c07d11d-f4d2-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE051,Mid-West,CE,Clare,16069,037071,Kilchreest,037071001,037071001,A037071001,0,0,219,10655254.7295227,24024.1688714301
220,4c07d11d-f4d3-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,GY,Galway County,27053,067110,Árainn,067110001/067110002,067110001/067110002,A067110001/067110002,0,0,220,15266624.917572,28367.0351114882
221,4c07d11d-f4d4-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,GY,Galway County,27035,067186,Abhainn Ghabhla,067186001/067186003/067186004,067186001/067186003/067186004,A067186001/067186003/067186004,0,0,221,29216143.9919434,53508.7874894245
222,4c07d11d-f4d5-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,GY,Galway County,27061,067197,Sailearna,067197001,067197001,A067197001,0,0,222,54219457.3796997,49866.1140283521
223,4c07d11d-f5c9-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,LM,Leitrim,28007/28011,117049/117076,Greaghglass / Stralongford,117049001/117076001,117049001/117076001,A117049001/117076001,0,0,223,37822969.0760498,30753.6738533228
224,4c07d11d-f5ca-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,LM,Leitrim,28017/28016,117034/117031,Drumreilly West / Drumreilly East,117031001/117034001,117031001/117034001,A117031001/117034001,0,0,224,46969454.1386108,32300.0620207417
