OBJECTID,GUID,NUTS1,NUTS1NAME,NUTS2,NUTS2NAME,NUTS3,NUTS3NAME,COUNTY,COUNTYNAME,CSOED,OSIED,EDNAME,SA_PUB2011,SMALL_AREA,GEOGID,AREA,CHANGECODE,ESRI_OID,Shape__Area,Shape__Length
12801,4c07d11e-2948-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02031,268031,Cabra East B,268031011,268031011,A268031011,0,0,12801,51565.7933654785,902.711745349438
12802,4c07d11e-28e2-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,SD,South Dublin,03019,267108,Palmerston Village,267108005,267108005,A267108005,0,0,12802,28275.6863098145,1419.73879114945
12803,4c07d11e-2ca5-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02006,268006,Ashtown A,268006038,268006038,A268006038,0,0,12803,188507.351348877,1843.62565875789
12804,4c07d11e-28ef-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,SD,South Dublin,03019,267108,Palmerston Village,267108015,267108015,A267108015,0,0,12804,145522.07711792,1516.15069669773
12805,4c07d11e-28f0-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02105,268061,Drumfinn,268061010,268061010,A268061010,0,0,12805,40318.6419067383,837.192035921135
12806,4c07d11e-28fb-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,SD,South Dublin,03019,267108,Palmerston Village,267108014,267108014,A267108014,0,0,12806,59895.0955200195,1230.79575326401
12807,4c07d11e-28fc-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,SD,South Dublin,03019,267108,Palmerston Village,267108013,267108013,A267108013,0,0,12807,65703.2422485352,1323.13103790198
12808,4c07d11e-2912-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04016,267040,Castleknock-Knockmaroon,267040062,267040062,A267040062,0,0,12808,45038.522857666,999.508366885048
12809,4c07d11e-30a4-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05003,267010,Ballinteer-Marley,267010003,267010003,A267010003,0,0,12809,76673.6421203613,1131.14821394441
12810,4c07d11e-3037-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05004,267011,Ballinteer-Meadowbroads,267011004,267011004,A267011004,0,0,12810,69256.2718505859,1229.80000261228
12811,4c07d11e-25cf-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05064,267125,Stillorgan-Kilmacud,267125016,267125016,A267125016,0,0,12811,46647.1498413086,906.133125052672
12812,4c07d11e-25d0-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05064,267125,Stillorgan-Kilmacud,267125013,267125013,A267125013,0,0,12812,41884.9922790527,1355.06648198765
12813,4c07d11e-290e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04009,267028,Blanchardstown-Blakestown,267028037,267028037,A267028037,0,0,12813,50277.5307922363,1300.13693787385
12814,4c07d11e-290f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04009,267028,Blanchardstown-Blakestown,267028098,267028098,A267028098,0,0,12814,42620.7796936035,875.926022291936
12815,4c07d11e-2910-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04009,267028,Blanchardstown-Blakestown,267028034,267028034,A267028034,0,0,12815,59443.1215820313,1532.97312702136
12816,4c07d11e-291a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04009,267028,Blanchardstown-Blakestown,267028108,267028108,A267028108,0,0,12816,31666.7328186035,723.945003291992
12817,4c07d11e-2943-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04013,267032,Blanchardstown-Mulhuddart,267032004,267032004,A267032004,0,0,12817,102174.426086426,1245.3408692643
12818,4c07d11e-2944-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04013,267032,Blanchardstown-Mulhuddart,267032005,267032005,A267032005,0,0,12818,94521.6224060059,1582.85879692523
12819,4c07d11e-294b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04013,267032,Blanchardstown-Mulhuddart,267032003,267032003,A267032003,0,0,12819,46071.518157959,924.401586075722
12820,4c07d11e-2913-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04016,267040,Castleknock-Knockmaroon,267040053,267040053,A267040053,0,0,12820,104172.822967529,1409.07777055457
12821,4c07d11e-28d0-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04017,267041,Castleknock-Park,267041004,267041004,A267041004,0,0,12821,114418.058044434,1417.54636654552
12822,4c07d11e-306d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05048,267073,Dún Laoghaire-Sallynoggin South,267073006,267073006,A267073006,0,0,12822,75772.3690185547,1240.0442488435
12823,4c07d11e-307f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05057,267092,Glencullen,267092033,267092033,A267092033,0,0,12823,76886.9533996582,1409.45070272218
12824,4c07d11e-3080-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05057,267092,Glencullen,267092047,267092047,A267092047,0,0,12824,66654.5788269043,1127.48094630803
12825,4c07d11e-30ac-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05054,267088,Foxrock-Carrickmines,267088005,267088005,A267088005,0,0,12825,201410.316711426,2055.43474658793
12826,4c07d11e-296a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,SD,South Dublin,03019,267108,Palmerston Village,267108002,267108002,A267108002,0,0,12826,70656.109375,1752.52804363167
12827,4c07d11e-296b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,SD,South Dublin,03020,267109,Palmerston West,267109011,267109011,A267109011,0,0,12827,148267.648010254,1793.45240794663
12828,4c07d11e-2976-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,SD,South Dublin,03020,267109,Palmerston West,267109014,267109014,A267109014,0,0,12828,45763.5103149414,935.98546866433
12829,4c07d11e-2977-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,SD,South Dublin,03020,267109,Palmerston West,267109018,267109018,A267109018,0,0,12829,99003.6503295898,1719.02535544777
12830,4c07d11e-2937-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04016,267040,Castleknock-Knockmaroon,267040025,267040025/01,A267040025,0,2,12830,95180.3265075684,1647.92118168089
12831,4c07d11e-28ce-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,SD,South Dublin,03019,267108,Palmerston Village,267108003,267108003,A267108003,0,0,12831,73179.6399536133,1775.56320120677
12832,4c07d11e-28cf-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,SD,South Dublin,03019,267108,Palmerston Village,267108008,267108008,A267108008,0,0,12832,33015.3563842773,1176.14160556446
12833,4c07d11e-2945-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04012,267031,Blanchardstown-Delwood,267031004,267031004,A267031004,0,0,12833,49303.2961120605,894.808977535707
12834,4c07d11e-3107-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,WW,Wicklow,15005,257017,Bray No. 3,257017003,257017003,A257017003,0,0,12834,61422.4494934082,1493.94847029246
12835,4c07d11e-303e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,WW,Wicklow,15003,257080,Bray No. 1,257080002,257080002,A257080002,0,0,12835,80092.9050598145,1282.86083148911
12836,4c07d11e-2978-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04017,267041,Castleknock-Park,267041013,267041013,A267041013,0,0,12836,165640.974334717,2073.58399953157
12837,4c07d11e-2979-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04017,267041,Castleknock-Park,267041012,267041012,A267041012,0,0,12837,43658.8367004395,1027.11779426253
12838,4c07d11e-28e3-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,SD,South Dublin,03020,267109,Palmerston West,267109013,267109013,A267109013,0,0,12838,52303.346496582,1264.66104357983
12839,4c07d11e-28d5-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04010,267029,Blanchardstown-Coolmine,267029019,267029019,A267029019,0,0,12839,36077.5402526855,1036.52015356793
12840,4c07d11e-28d6-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04010,267029,Blanchardstown-Coolmine,267029021,267029021,A267029021,0,0,12840,59185.5945739746,978.413037254112
12841,4c07d11e-28df-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04010,267029,Blanchardstown-Coolmine,267029025,267029025,A267029025,0,0,12841,39457.5294494629,1029.4383364577
12842,4c07d11e-28e0-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04010,267029,Blanchardstown-Coolmine,267029024,267029024,A267029024,0,0,12842,76117.3835449219,1123.83896023791
12843,4c07d11e-28e1-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04011,267030,Blanchardstown-Corduff,267030005,267030005,A267030005,0,0,12843,66444.5453186035,1106.88013933682
12844,4c07d11e-310c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05007,267015,Ballybrack,267015007,267015007,A267015007,0,0,12844,49828.343963623,947.548631289626
12845,4c07d11e-3040-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05007,267015,Ballybrack,267015008,267015008,A267015008,0,0,12845,65697.7017211914,1233.37371994083
12846,4c07d11e-30a1-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05001,267008,Ballinteer-Broadford,267008008,267008008,A267008008,0,0,12846,120624.007568359,1767.76152354453
12847,4c07d11e-30a2-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05001,267008,Ballinteer-Broadford,267008003,267008003,A267008003,0,0,12847,40057.9607543945,925.960195614411
12848,4c07d11e-28e4-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,SD,South Dublin,03019,267108,Palmerston Village,267108012,267108012,A267108012,0,0,12848,115541.707214355,1395.89728621003
12849,4c07d11e-2959-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04016,267040,Castleknock-Knockmaroon,267040023,267040023,A267040023,0,0,12849,72798.9389648438,1109.11846256475
12850,4c07d11e-291b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04009,267028,Blanchardstown-Blakestown,267028109,267028109,A267028109,0,0,12850,49077.3711547852,875.407745438101
12851,4c07d11e-28f1-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02105,268061,Drumfinn,268061012,268061012,A268061012,0,0,12851,45825.4198608398,1374.66853212388
12852,4c07d11e-2962-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04017,267041,Castleknock-Park,267041002,267041002,A267041002,0,0,12852,101480.599060059,1754.93613629365
12853,4c07d11e-28fd-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,SD,South Dublin,03020,267109,Palmerston West,267109019,267109019,A267109019,0,0,12853,306702.678009033,2229.43415057821
12854,4c07d11e-296c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04016,267040,Castleknock-Knockmaroon,267040021,267040021,A267040021,0,0,12854,76129.3703308105,1178.11288815908
12855,4c07d11e-296d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04017,267041,Castleknock-Park,267041001,267041001,A267041001,0,0,12855,59965.8504638672,1291.35996126402
12856,4c07d11e-296e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04017,267041,Castleknock-Park,267041003,267041003,A267041003,0,0,12856,84015.951965332,1322.9960040917
12857,4c07d11e-30d9-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05002,267009,Ballinteer-Ludford,267009008,267009008,A267009008,0,0,12857,76791.4959411621,1530.80241908441
12858,4c07d11e-30da-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05039,267080,Dundrum-Sandyford,267080008,267080008,A267080008,0,0,12858,156519.22064209,1704.80910530452
12859,4c07d11e-25ce-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05064,267125,Stillorgan-Kilmacud,267125007,267125007,A267125007,0,0,12859,56556.2955932617,967.142836883015
12860,4c07d11e-291c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04009,267028,Blanchardstown-Blakestown,267028008,267028008,A267028008,0,0,12860,36299.8699951172,777.321780808682
12861,4c07d11e-2926-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04009,267028,Blanchardstown-Blakestown,267028119,267028119,A267028119,0,0,12861,38853.9150390625,859.489356982426
12862,4c07d11e-2927-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04010,267029,Blanchardstown-Coolmine,267029034,267029034,A267029034,0,0,12862,39628.7228393555,821.342531282862
12863,4c07d11e-294c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04013,267032,Blanchardstown-Mulhuddart,267032002,267032002,A267032002,0,0,12863,57011.5972290039,1035.26492348591
12864,4c07d11e-294d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04013,267032,Blanchardstown-Mulhuddart,267032010,267032010,A267032010,0,0,12864,53166.6321716309,1130.90277609295
12865,4c07d11e-293b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02089,268139,Rotunda B,268139001/268139013,268139001/268139013,A268139001/268139013,0,0,12865,39772.2028198242,961.951829059427
12866,4c07d11e-28d1-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04017,267041,Castleknock-Park,267041014,267041014/01,A267041014,0,2,12866,131873.973327637,1801.41496408589
12867,4c07d11e-28d2-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04017,267041,Castleknock-Park,267041016,267041016,A267041016,0,0,12867,25192.0617370605,851.023505419911
12868,4c07d11e-295b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02067,268081,Inns Quay B,268081003,268081003,A268081003,0,0,12868,28333.4188537598,756.647299067944
12869,4c07d11e-2946-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04014,267033,Blanchardstown-Roselawn,267033002,267033002,A267033002,0,0,12869,40538.0143432617,808.626140870561
12870,4c07d11e-30ba-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05054,267088,Foxrock-Carrickmines,267088007,267088007,A267088007,0,0,12870,86448.5680236816,1311.98819435374
12871,4c07d11e-30bb-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05054,267088,Foxrock-Carrickmines,267088008,267088008,A267088008,0,0,12871,88099.7185058594,1255.92955692272
12872,4c07d11e-30e9-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02123,268102,Merchants Quay E,268102005,268102005,A268102005,0,0,12872,14319.5381469727,637.685323793519
12873,4c07d11e-30ea-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02123,268102,Merchants Quay E,268102009,268102009,A268102009,0,0,12873,35783.7601928711,785.327941042472
12874,4c07d11e-2929-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04017,267041,Castleknock-Park,267041006,267041006,A267041006,0,0,12874,97619.8224182129,1209.71918243564
12875,4c07d11e-292a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04016,267040,Castleknock-Knockmaroon,267040025,267040025/02,A267040025,0,2,12875,72431.2620849609,1348.91178826204
12876,4c07d11e-292b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04016,267040,Castleknock-Knockmaroon,267040011,267040011,A267040011,0,0,12876,35574.3452453613,1384.19179614226
12877,4c07d11e-292c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04016,267040,Castleknock-Knockmaroon,267040010,267040010,A267040010,0,0,12877,35782.7762451172,1042.60023824908
12878,4c07d11e-2938-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04016,267040,Castleknock-Knockmaroon,267040050,267040050,A267040050,0,0,12878,30165.205291748,909.028369894073
12879,4c07d11e-2939-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04016,267040,Castleknock-Knockmaroon,267040016,267040016,A267040016,0,0,12879,22963.495880127,705.257624022684
12880,4c07d11e-293a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04016,267040,Castleknock-Knockmaroon,267040015,267040015,A267040015,0,0,12880,34222.5695495605,827.368238314887
12881,4c07d11e-290b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04009,267028,Blanchardstown-Blakestown,267028089,267028089,A267028089,0,0,12881,39926.4443969727,828.015051491803
12882,4c07d11e-2947-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04016,267040,Castleknock-Knockmaroon,267040014,267040014,A267040014,0,0,12882,29749.371887207,1000.27392246533
12883,4c07d11e-2918-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04009,267028,Blanchardstown-Blakestown,267028030,267028030,A267028030,0,0,12883,40112.5202941895,882.620963625925
12884,4c07d11e-303f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,WW,Wicklow,15003,257080,Bray No. 1,257080007,257080007,A257080007,0,0,12884,44390.8648376465,910.319795290239
12885,4c07d11e-304f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,WW,Wicklow,15006,257082,Rathmichael (Bray),257082007,257082007,A257082007,0,0,12885,44818.1944885254,995.390422524862
12886,4c07d11e-30a3-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05001,267008,Ballinteer-Broadford,267008004,267008004,A267008004,0,0,12886,33918.1866455078,1261.98673469047
12887,4c07d11e-2900-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04009,267028,Blanchardstown-Blakestown,267028087,267028087,A267028087,0,0,12887,27830.9138793945,773.166934021405
12888,4c07d11e-2901-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04009,267028,Blanchardstown-Blakestown,267028090,267028090,A267028090,0,0,12888,32339.6537780762,812.132642397381
12889,4c07d11e-2902-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04009,267028,Blanchardstown-Blakestown,267028031,267028031,A267028031,0,0,12889,51211.5444030762,1204.34337815915
12890,4c07d11e-2931-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04009,267028,Blanchardstown-Blakestown,267028066,267028066/01,A267028066,0,2,12890,31540.7127075195,727.72487850027
12891,4c07d11e-290c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04009,267028,Blanchardstown-Blakestown,267028085,267028085,A267028085,0,0,12891,22646.3247070313,884.629115379014
12892,4c07d11e-2963-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04017,267041,Castleknock-Park,267041008,267041008,A267041008,0,0,12892,47815.9348144531,1077.09886085331
12893,4c07d11e-2919-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04009,267028,Blanchardstown-Blakestown,267028026,267028026,A267028026,0,0,12893,48573.888885498,1099.24625881377
12894,4c07d11e-2924-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04009,267028,Blanchardstown-Blakestown,267028076,267028076,A267028076,0,0,12894,78913.3358154297,1133.52887938743
12895,4c07d11e-2925-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04009,267028,Blanchardstown-Blakestown,267028116,267028116,A267028116,0,0,12895,70566.0603027344,1187.53766421532
12896,4c07d11e-2930-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02075,268106,North City,268106002,268106002,A268106002,0,0,12896,41105.9601745605,1029.11381976172
12897,4c07d11e-294e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04016,267040,Castleknock-Knockmaroon,267040009,267040009,A267040009,0,0,12897,19691.2118530273,729.586875733475
12898,4c07d11e-294f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04016,267040,Castleknock-Knockmaroon,267040007,267040007,A267040007,0,0,12898,46563.3712158203,869.007226640471
12899,4c07d11e-295a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04017,267041,Castleknock-Park,267041010,267041010,A267041010,0,0,12899,47930.7312316895,963.768667884631
12900,4c07d11e-2914-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02036,268036,Cabra West D,268036001,268036001,A268036001,0,0,12900,23763.4490966797,825.396390835547
12901,4c07d11e-2915-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02079,268118,Phoenix Park,268118005,268118005,A268118005,0,0,12901,30236.2724304199,782.891092421475
12902,4c07d11e-2916-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02153,268149,Ushers B,268149001,268149001,A268149001,0,0,12902,186835.371490479,1765.08839849844
